Quarter,year,county,crime_type,crime_count
2023Q1,2023,Roscommon,Assault,65
2023Q1,2023,Roscommon,Burglary,30
2023Q1,2023,Roscommon,Damage to Property,38
2023Q1,2023,Roscommon,Drug Offences,11
2023Q1,2023,Roscommon,Fraud,31
2023Q1,2023,Roscommon,Theft,66
2023Q1,2023,Sligo,Assault,56
2023Q1,2023,Sligo,Burglary,27
2023Q1,2023,Sligo,Damage to Property,50
2023Q1,2023,Sligo,Drug Offences,18
2023Q1,2023,Sligo,Fraud,22
2023Q1,2023,Sligo,Theft,69
2023Q1,2023,Tipperary,Assault,148
2023Q1,2023,Tipperary,Burglary,61
2023Q1,2023,Tipperary,Damage to Property,136
2023Q1,2023,Tipperary,Drug Offences,119
2023Q1,2023,Tipperary,Fraud,76
2023Q1,2023,Tipperary,Theft,297
2023Q1,2023,Waterford,Assault,152
2023Q1,2023,Waterford,Burglary,44
2023Q1,2023,Waterford,Damage to Property,184
2023Q1,2023,Waterford,Drug Offences,183
2023Q1,2023,Waterford,Fraud,71
2023Q1,2023,Waterford,Theft,440
2023Q1,2023,Westmeath,Assault,137
2023Q1,2023,Westmeath,Burglary,42
2023Q1,2023,Westmeath,Damage to Property,101
2023Q1,2023,Westmeath,Drug Offences,72
2023Q1,2023,Westmeath,Fraud,44
2023Q1,2023,Westmeath,Theft,354
2023Q1,2023,Wexford,Assault,160
2023Q1,2023,Wexford,Burglary,72
2023Q1,2023,Wexford,Damage to Property,162
2023Q1,2023,Wexford,Drug Offences,107
2023Q1,2023,Wexford,Fraud,67
2023Q1,2023,Wexford,Theft,322
2023Q1,2023,Wicklow,Assault,114
2023Q1,2023,Wicklow,Burglary,54
2023Q1,2023,Wicklow,Damage to Property,125
2023Q1,2023,Wicklow,Drug Offences,53
2023Q1,2023,Wicklow,Fraud,63
2023Q1,2023,Wicklow,Theft,329
2023Q2,2023,Carlow,Assault,65
2023Q2,2023,Carlow,Burglary,28
2023Q2,2023,Carlow,Damage to Property,70
2023Q2,2023,Carlow,Drug Offences,54
2023Q2,2023,Carlow,Fraud,40
2023Q2,2023,Carlow,Theft,178
2023Q2,2023,Cavan,Assault,112
2023Q2,2023,Cavan,Burglary,36
2023Q2,2023,Cavan,Damage to Property,70
2023Q2,2023,Cavan,Drug Offences,46
2023Q2,2023,Cavan,Fraud,42
2023Q2,2023,Cavan,Theft,133
2023Q2,2023,Clare,Assault,141
2023Q2,2023,Clare,Burglary,46
2023Q2,2023,Clare,Damage to Property,122
2023Q2,2023,Clare,Drug Offences,54
2023Q2,2023,Clare,Fraud,52
2023Q2,2023,Clare,Theft,332
2023Q2,2023,Cork,Assault,673
2023Q2,2023,Cork,Burglary,135
2023Q2,2023,Cork,Damage to Property,462
2023Q2,2023,Cork,Drug Offences,486
2023Q2,2023,Cork,Fraud,278
2023Q2,2023,Cork,Theft,1386
2023Q2,2023,Donegal,Assault,247
2023Q2,2023,Donegal,Burglary,53
2023Q2,2023,Donegal,Damage to Property,205
2023Q2,2023,Donegal,Drug Offences,124
2023Q2,2023,Donegal,Fraud,60
2023Q2,2023,Donegal,Theft,232
2023Q2,2023,Dublin,Assault,1992
2023Q2,2023,Dublin,Burglary,899
2023Q2,2023,Dublin,Damage to Property,2245
2023Q2,2023,Dublin,Drug Offences,1713
2023Q2,2023,Dublin,Fraud,1054
2023Q2,2023,Dublin,Theft,9394
2023Q2,2023,Galway,Assault,295
2023Q2,2023,Galway,Burglary,76
2023Q2,2023,Galway,Damage to Property,203
2023Q2,2023,Galway,Drug Offences,202
2023Q2,2023,Galway,Fraud,127
2023Q2,2023,Galway,Theft,717
2023Q2,2023,Kerry,Assault,223
2023Q2,2023,Kerry,Burglary,33
2023Q2,2023,Kerry,Damage to Property,114
2023Q2,2023,Kerry,Drug Offences,143
2023Q2,2023,Kerry,Fraud,51
2023Q2,2023,Kerry,Theft,328
2023Q2,2023,Kildare,Assault,242
2023Q2,2023,Kildare,Burglary,83
2023Q2,2023,Kildare,Damage to Property,192
2023Q2,2023,Kildare,Drug Offences,321
2023Q2,2023,Kildare,Fraud,119
2023Q2,2023,Kildare,Theft,656
2023Q2,2023,Kilkenny,Assault,65
2023Q2,2023,Kilkenny,Burglary,28
2023Q2,2023,Kilkenny,Damage to Property,70
2023Q2,2023,Kilkenny,Drug Offences,54
2023Q2,2023,Kilkenny,Fraud,40
2023Q2,2023,Kilkenny,Theft,178
2023Q2,2023,Laois,Assault,110
2023Q2,2023,Laois,Burglary,38
2023Q2,2023,Laois,Damage to Property,84
2023Q2,2023,Laois,Drug Offences,84
2023Q2,2023,Laois,Fraud,50
2023Q2,2023,Laois,Theft,171
2023Q2,2023,Leitrim,Assault,45
2023Q2,2023,Leitrim,Burglary,19
2023Q2,2023,Leitrim,Damage to Property,60
2023Q2,2023,Leitrim,Drug Offences,20
2023Q2,2023,Leitrim,Fraud,20
2023Q2,2023,Leitrim,Theft,84
2023Q2,2023,Limerick,Assault,298
2023Q2,2023,Limerick,Burglary,110
2023Q2,2023,Limerick,Damage to Property,308
2023Q2,2023,Limerick,Drug Offences,172
2023Q2,2023,Limerick,Fraud,113
2023Q2,2023,Limerick,Theft,1005
2023Q2,2023,Longford,Assault,68
2023Q2,2023,Longford,Burglary,19
2023Q2,2023,Longford,Damage to Property,47
2023Q2,2023,Longford,Drug Offences,23
2023Q2,2023,Longford,Fraud,31
2023Q2,2023,Longford,Theft,99
2023Q2,2023,Louth,Assault,217
2023Q2,2023,Louth,Burglary,89
2023Q2,2023,Louth,Damage to Property,246
2023Q2,2023,Louth,Drug Offences,104
2023Q2,2023,Louth,Fraud,75
2023Q2,2023,Louth,Theft,538
2023Q2,2023,Mayo,Assault,156
2023Q2,2023,Mayo,Burglary,31
2023Q2,2023,Mayo,Damage to Property,82
2023Q2,2023,Mayo,Drug Offences,29
2023Q2,2023,Mayo,Fraud,50
2023Q2,2023,Mayo,Theft,176
2023Q2,2023,Meath,Assault,179
2023Q2,2023,Meath,Burglary,100
2023Q2,2023,Meath,Damage to Property,153
2023Q2,2023,Meath,Drug Offences,112
2023Q2,2023,Meath,Fraud,107
2023Q2,2023,Meath,Theft,624
2023Q2,2023,Monaghan,Assault,112
2023Q2,2023,Monaghan,Burglary,36
2023Q2,2023,Monaghan,Damage to Property,70
2023Q2,2023,Monaghan,Drug Offences,46
2023Q2,2023,Monaghan,Fraud,42
2023Q2,2023,Monaghan,Theft,133
2023Q2,2023,Offaly,Assault,110
2023Q2,2023,Offaly,Burglary,38
2023Q2,2023,Offaly,Damage to Property,84
2023Q2,2023,Offaly,Drug Offences,84
2023Q2,2023,Offaly,Fraud,50
2023Q2,2023,Offaly,Theft,171
2023Q2,2023,Roscommon,Assault,68
2023Q2,2023,Roscommon,Burglary,19
2023Q2,2023,Roscommon,Damage to Property,47
2023Q2,2023,Roscommon,Drug Offences,23
2023Q2,2023,Roscommon,Fraud,31
2023Q2,2023,Roscommon,Theft,99
2023Q2,2023,Sligo,Assault,45
2023Q2,2023,Sligo,Burglary,19
2023Q2,2023,Sligo,Damage to Property,60
2023Q2,2023,Sligo,Drug Offences,20
2023Q2,2023,Sligo,Fraud,20
2023Q2,2023,Sligo,Theft,84
2023Q2,2023,Tipperary,Assault,186
2023Q2,2023,Tipperary,Burglary,52
2023Q2,2023,Tipperary,Damage to Property,180
2023Q2,2023,Tipperary,Drug Offences,122
2023Q2,2023,Tipperary,Fraud,61
2023Q2,2023,Tipperary,Theft,393
2023Q2,2023,Waterford,Assault,210
2023Q2,2023,Waterford,Burglary,44
2023Q2,2023,Waterford,Damage to Property,178
2023Q2,2023,Waterford,Drug Offences,173
2023Q2,2023,Waterford,Fraud,68
2023Q2,2023,Waterford,Theft,495
2023Q2,2023,Westmeath,Assault,146
2023Q2,2023,Westmeath,Burglary,71
2023Q2,2023,Westmeath,Damage to Property,122
2023Q2,2023,Westmeath,Drug Offences,187
2023Q2,2023,Westmeath,Fraud,53
2023Q2,2023,Westmeath,Theft,453
2023Q2,2023,Wexford,Assault,188
2023Q2,2023,Wexford,Burglary,68
2023Q2,2023,Wexford,Damage to Property,153
2023Q2,2023,Wexford,Drug Offences,82
2023Q2,2023,Wexford,Fraud,60
2023Q2,2023,Wexford,Theft,346
2023Q2,2023,Wicklow,Assault,97
2023Q2,2023,Wicklow,Burglary,57
2023Q2,2023,Wicklow,Damage to Property,135
2023Q2,2023,Wicklow,Drug Offences,124
2023Q2,2023,Wicklow,Fraud,68
2023Q2,2023,Wicklow,Theft,361
2023Q3,2023,Carlow,Assault,62
2023Q3,2023,Carlow,Burglary,31
2023Q3,2023,Carlow,Damage to Property,55
2023Q3,2023,Carlow,Drug Offences,50
2023Q3,2023,Carlow,Fraud,0
2023Q3,2023,Carlow,Theft,184
2023Q3,2023,Cavan,Assault,100
2023Q3,2023,Cavan,Burglary,24
2023Q3,2023,Cavan,Damage to Property,52
2023Q3,2023,Cavan,Drug Offences,45
2023Q3,2023,Cavan,Fraud,0
2023Q3,2023,Cavan,Theft,123
2023Q3,2023,Clare,Assault,141
2023Q3,2023,Clare,Burglary,65
2023Q3,2023,Clare,Damage to Property,110
2023Q3,2023,Clare,Drug Offences,38
2023Q3,2023,Clare,Fraud,0
2023Q3,2023,Clare,Theft,296
2023Q3,2023,Cork,Assault,695
2023Q3,2023,Cork,Burglary,139
2023Q3,2023,Cork,Damage to Property,471
2023Q3,2023,Cork,Drug Offences,493
2023Q3,2023,Cork,Fraud,0
2023Q3,2023,Cork,Theft,1383
2023Q3,2023,Donegal,Assault,214
2023Q3,2023,Donegal,Burglary,36
2023Q3,2023,Donegal,Damage to Property,152
2023Q3,2023,Donegal,Drug Offences,68
2023Q3,2023,Donegal,Fraud,0
2023Q3,2023,Donegal,Theft,258
2023Q3,2023,Dublin,Assault,2021
2023Q3,2023,Dublin,Burglary,868
2023Q3,2023,Dublin,Damage to Property,2119
2023Q3,2023,Dublin,Drug Offences,1687
2023Q3,2023,Dublin,Fraud,0
2023Q3,2023,Dublin,Theft,9587
2023Q3,2023,Galway,Assault,310
2023Q3,2023,Galway,Burglary,95
2023Q3,2023,Galway,Damage to Property,218
2023Q3,2023,Galway,Drug Offences,183
2023Q3,2023,Galway,Fraud,0
2023Q3,2023,Galway,Theft,702
2023Q3,2023,Kerry,Assault,228
2023Q3,2023,Kerry,Burglary,37
2023Q3,2023,Kerry,Damage to Property,104
2023Q3,2023,Kerry,Drug Offences,132
2023Q3,2023,Kerry,Fraud,0
2023Q3,2023,Kerry,Theft,311
2023Q3,2023,Kildare,Assault,232
2023Q3,2023,Kildare,Burglary,131
2023Q3,2023,Kildare,Damage to Property,217
2023Q3,2023,Kildare,Drug Offences,189
2023Q3,2023,Kildare,Fraud,0
2023Q3,2023,Kildare,Theft,716
2023Q3,2023,Kilkenny,Assault,62
2023Q3,2023,Kilkenny,Burglary,31
2023Q3,2023,Kilkenny,Damage to Property,55
2023Q3,2023,Kilkenny,Drug Offences,50
2023Q3,2023,Kilkenny,Fraud,0
2023Q3,2023,Kilkenny,Theft,184
2023Q3,2023,Laois,Assault,110
2023Q3,2023,Laois,Burglary,46
2023Q3,2023,Laois,Damage to Property,83
2023Q3,2023,Laois,Drug Offences,254
2023Q3,2023,Laois,Fraud,0
2023Q3,2023,Laois,Theft,204
2023Q3,2023,Leitrim,Assault,58
2023Q3,2023,Leitrim,Burglary,12
2023Q3,2023,Leitrim,Damage to Property,37
2023Q3,2023,Leitrim,Drug Offences,24
2023Q3,2023,Leitrim,Fraud,0
2023Q3,2023,Leitrim,Theft,89
2023Q3,2023,Limerick,Assault,263
2023Q3,2023,Limerick,Burglary,134
2023Q3,2023,Limerick,Damage to Property,337
2023Q3,2023,Limerick,Drug Offences,226
2023Q3,2023,Limerick,Fraud,0
2023Q3,2023,Limerick,Theft,989
2023Q3,2023,Longford,Assault,55
2023Q3,2023,Longford,Burglary,28
2023Q3,2023,Longford,Damage to Property,57
2023Q3,2023,Longford,Drug Offences,23
2023Q3,2023,Longford,Fraud,0
2023Q3,2023,Longford,Theft,92
2023Q3,2023,Louth,Assault,215
2023Q3,2023,Louth,Burglary,56
2023Q3,2023,Louth,Damage to Property,184
2023Q3,2023,Louth,Drug Offences,124
2023Q3,2023,Louth,Fraud,0
2023Q3,2023,Louth,Theft,537
2023Q3,2023,Mayo,Assault,143
2023Q3,2023,Mayo,Burglary,54
2023Q3,2023,Mayo,Damage to Property,110
2023Q3,2023,Mayo,Drug Offences,39
2023Q3,2023,Mayo,Fraud,0
2023Q3,2023,Mayo,Theft,178
2023Q3,2023,Meath,Assault,152
2023Q3,2023,Meath,Burglary,80
2023Q3,2023,Meath,Damage to Property,165
2023Q3,2023,Meath,Drug Offences,97
2023Q3,2023,Meath,Fraud,0
2023Q3,2023,Meath,Theft,644
2023Q3,2023,Monaghan,Assault,100
2023Q3,2023,Monaghan,Burglary,24
2023Q3,2023,Monaghan,Damage to Property,52
2023Q3,2023,Monaghan,Drug Offences,45
2023Q3,2023,Monaghan,Fraud,0
2023Q3,2023,Monaghan,Theft,123
2023Q3,2023,Offaly,Assault,110
2023Q3,2023,Offaly,Burglary,46
2023Q3,2023,Offaly,Damage to Property,83
2023Q3,2023,Offaly,Drug Offences,254
2023Q3,2023,Offaly,Fraud,0
2023Q3,2023,Offaly,Theft,204
2023Q3,2023,Roscommon,Assault,55
2023Q3,2023,Roscommon,Burglary,28
2023Q3,2023,Roscommon,Damage to Property,57
2023Q3,2023,Roscommon,Drug Offences,23
2023Q3,2023,Roscommon,Fraud,0
2023Q3,2023,Roscommon,Theft,92
2023Q3,2023,Sligo,Assault,58
2023Q3,2023,Sligo,Burglary,12
2023Q3,2023,Sligo,Damage to Property,37
2023Q3,2023,Sligo,Drug Offences,24
2023Q3,2023,Sligo,Fraud,0
2023Q3,2023,Sligo,Theft,89
2023Q3,2023,Tipperary,Assault,157
2023Q3,2023,Tipperary,Burglary,80
2023Q3,2023,Tipperary,Damage to Property,157
2023Q3,2023,Tipperary,Drug Offences,140
2023Q3,2023,Tipperary,Fraud,0
2023Q3,2023,Tipperary,Theft,409
2023Q3,2023,Waterford,Assault,169
2023Q3,2023,Waterford,Burglary,49
2023Q3,2023,Waterford,Damage to Property,197
2023Q3,2023,Waterford,Drug Offences,377
2023Q3,2023,Waterford,Fraud,0
2023Q3,2023,Waterford,Theft,483
2023Q3,2023,Westmeath,Assault,133
2023Q3,2023,Westmeath,Burglary,47
2023Q3,2023,Westmeath,Damage to Property,128
2023Q3,2023,Westmeath,Drug Offences,44
2023Q3,2023,Westmeath,Fraud,0
2023Q3,2023,Westmeath,Theft,407
2023Q3,2023,Wexford,Assault,189
2023Q3,2023,Wexford,Burglary,73
2023Q3,2023,Wexford,Damage to Property,149
2023Q3,2023,Wexford,Drug Offences,73
2023Q3,2023,Wexford,Fraud,0
2023Q3,2023,Wexford,Theft,404
2023Q3,2023,Wicklow,Assault,101
2023Q3,2023,Wicklow,Burglary,56
2023Q3,2023,Wicklow,Damage to Property,111
2023Q3,2023,Wicklow,Drug Offences,83
2023Q3,2023,Wicklow,Fraud,0
2023Q3,2023,Wicklow,Theft,414
2023Q4,2023,Carlow,Assault,61
2023Q4,2023,Carlow,Burglary,27
2023Q4,2023,Carlow,Damage to Property,54
2023Q4,2023,Carlow,Drug Offences,66
2023Q4,2023,Carlow,Fraud,0
2023Q4,2023,Carlow,Theft,160
2023Q4,2023,Cavan,Assault,82
2023Q4,2023,Cavan,Burglary,30
2023Q4,2023,Cavan,Damage to Property,58
2023Q4,2023,Cavan,Drug Offences,37
2023Q4,2023,Cavan,Fraud,0
2023Q4,2023,Cavan,Theft,92
2023Q4,2023,Clare,Assault,137
2023Q4,2023,Clare,Burglary,44
2023Q4,2023,Clare,Damage to Property,110
2023Q4,2023,Clare,Drug Offences,30
2023Q4,2023,Clare,Fraud,0
2023Q4,2023,Clare,Theft,212
2023Q4,2023,Cork,Assault,626
2023Q4,2023,Cork,Burglary,156
2023Q4,2023,Cork,Damage to Property,504
2023Q4,2023,Cork,Drug Offences,386
2023Q4,2023,Cork,Fraud,0
2023Q4,2023,Cork,Theft,1379
2023Q4,2023,Donegal,Assault,198
2023Q4,2023,Donegal,Burglary,44
2023Q4,2023,Donegal,Damage to Property,111
2023Q4,2023,Donegal,Drug Offences,70
2023Q4,2023,Donegal,Fraud,0
2023Q4,2023,Donegal,Theft,175
2023Q4,2023,Dublin,Assault,2016
2023Q4,2023,Dublin,Burglary,1144
2023Q4,2023,Dublin,Damage to Property,2366
2023Q4,2023,Dublin,Drug Offences,1386
2023Q4,2023,Dublin,Fraud,0
2023Q4,2023,Dublin,Theft,9673
2023Q4,2023,Galway,Assault,300
2023Q4,2023,Galway,Burglary,112
2023Q4,2023,Galway,Damage to Property,178
2023Q4,2023,Galway,Drug Offences,126
2023Q4,2023,Galway,Fraud,0
2023Q4,2023,Galway,Theft,629
2023Q4,2023,Kerry,Assault,195
2023Q4,2023,Kerry,Burglary,38
2023Q4,2023,Kerry,Damage to Property,108
2023Q4,2023,Kerry,Drug Offences,90
2023Q4,2023,Kerry,Fraud,0
2023Q4,2023,Kerry,Theft,271
2023Q4,2023,Kildare,Assault,234
2023Q4,2023,Kildare,Burglary,102
2023Q4,2023,Kildare,Damage to Property,207
2023Q4,2023,Kildare,Drug Offences,175
2023Q4,2023,Kildare,Fraud,0
2023Q4,2023,Kildare,Theft,693
2023Q4,2023,Kilkenny,Assault,61
2023Q4,2023,Kilkenny,Burglary,27
2023Q4,2023,Kilkenny,Damage to Property,54
2023Q4,2023,Kilkenny,Drug Offences,66
2023Q4,2023,Kilkenny,Fraud,0
2023Q4,2023,Kilkenny,Theft,160
2023Q4,2023,Laois,Assault,96
2023Q4,2023,Laois,Burglary,46
2023Q4,2023,Laois,Damage to Property,70
2023Q4,2023,Laois,Drug Offences,48
2023Q4,2023,Laois,Fraud,0
2023Q4,2023,Laois,Theft,180
2023Q4,2023,Leitrim,Assault,52
2023Q4,2023,Leitrim,Burglary,15
2023Q4,2023,Leitrim,Damage to Property,50
2023Q4,2023,Leitrim,Drug Offences,26
2023Q4,2023,Leitrim,Fraud,0
2023Q4,2023,Leitrim,Theft,88
2023Q4,2023,Limerick,Assault,284
2023Q4,2023,Limerick,Burglary,106
2023Q4,2023,Limerick,Damage to Property,315
2023Q4,2023,Limerick,Drug Offences,180
2023Q4,2023,Limerick,Fraud,0
2023Q4,2023,Limerick,Theft,996
2023Q4,2023,Longford,Assault,54
2023Q4,2023,Longford,Burglary,33
2023Q4,2023,Longford,Damage to Property,48
2023Q4,2023,Longford,Drug Offences,22
2023Q4,2023,Longford,Fraud,0
2023Q4,2023,Longford,Theft,87
2023Q4,2023,Louth,Assault,162
2023Q4,2023,Louth,Burglary,69
2023Q4,2023,Louth,Damage to Property,201
2023Q4,2023,Louth,Drug Offences,102
2023Q4,2023,Louth,Fraud,0
2023Q4,2023,Louth,Theft,468
2023Q4,2023,Mayo,Assault,117
2023Q4,2023,Mayo,Burglary,46
2023Q4,2023,Mayo,Damage to Property,78
2023Q4,2023,Mayo,Drug Offences,26
2023Q4,2023,Mayo,Fraud,0
2023Q4,2023,Mayo,Theft,148
2023Q4,2023,Meath,Assault,158
2023Q4,2023,Meath,Burglary,135
2023Q4,2023,Meath,Damage to Property,148
2023Q4,2023,Meath,Drug Offences,112
2023Q4,2023,Meath,Fraud,0
2023Q4,2023,Meath,Theft,643
2023Q4,2023,Monaghan,Assault,82
2023Q4,2023,Monaghan,Burglary,30
2023Q4,2023,Monaghan,Damage to Property,58
2023Q4,2023,Monaghan,Drug Offences,37
2023Q4,2023,Monaghan,Fraud,0
2023Q4,2023,Monaghan,Theft,92
2023Q4,2023,Offaly,Assault,96
2023Q4,2023,Offaly,Burglary,46
2023Q4,2023,Offaly,Damage to Property,70
2023Q4,2023,Offaly,Drug Offences,48
2023Q4,2023,Offaly,Fraud,0
2023Q4,2023,Offaly,Theft,180
2023Q4,2023,Roscommon,Assault,54
2023Q4,2023,Roscommon,Burglary,33
2023Q4,2023,Roscommon,Damage to Property,48
2023Q4,2023,Roscommon,Drug Offences,22
2023Q4,2023,Roscommon,Fraud,0
2023Q4,2023,Roscommon,Theft,87
2023Q4,2023,Sligo,Assault,52
2023Q4,2023,Sligo,Burglary,15
2023Q4,2023,Sligo,Damage to Property,50
2023Q4,2023,Sligo,Drug Offences,26
2023Q4,2023,Sligo,Fraud,0
2023Q4,2023,Sligo,Theft,88
2023Q4,2023,Tipperary,Assault,173
2023Q4,2023,Tipperary,Burglary,94
2023Q4,2023,Tipperary,Damage to Property,159
2023Q4,2023,Tipperary,Drug Offences,125
2023Q4,2023,Tipperary,Fraud,0
2023Q4,2023,Tipperary,Theft,417
2023Q4,2023,Waterford,Assault,176
2023Q4,2023,Waterford,Burglary,51
2023Q4,2023,Waterford,Damage to Property,186
2023Q4,2023,Waterford,Drug Offences,175
2023Q4,2023,Waterford,Fraud,0
2023Q4,2023,Waterford,Theft,494
2023Q4,2023,Westmeath,Assault,131
2023Q4,2023,Westmeath,Burglary,85
2023Q4,2023,Westmeath,Damage to Property,99
2023Q4,2023,Westmeath,Drug Offences,27
2023Q4,2023,Westmeath,Fraud,0
2023Q4,2023,Westmeath,Theft,373
2023Q4,2023,Wexford,Assault,206
2023Q4,2023,Wexford,Burglary,83
2023Q4,2023,Wexford,Damage to Property,152
2023Q4,2023,Wexford,Drug Offences,103
2023Q4,2023,Wexford,Fraud,0
2023Q4,2023,Wexford,Theft,396
2023Q4,2023,Wicklow,Assault,109
2023Q4,2023,Wicklow,Burglary,68
2023Q4,2023,Wicklow,Damage to Property,101
2023Q4,2023,Wicklow,Drug Offences,102
2023Q4,2023,Wicklow,Fraud,0
2023Q4,2023,Wicklow,Theft,346
2024Q1,2024,Carlow,Assault,58
2024Q1,2024,Carlow,Burglary,34
2024Q1,2024,Carlow,Damage to Property,55
2024Q1,2024,Carlow,Drug Offences,38
2024Q1,2024,Carlow,Fraud,0
2024Q1,2024,Carlow,Theft,168
2024Q1,2024,Cavan,Assault,76
2024Q1,2024,Cavan,Burglary,33
2024Q1,2024,Cavan,Damage to Property,54
2024Q1,2024,Cavan,Drug Offences,20
2024Q1,2024,Cavan,Fraud,0
2024Q1,2024,Cavan,Theft,108
2024Q1,2024,Clare,Assault,95
2024Q1,2024,Clare,Burglary,69
2024Q1,2024,Clare,Damage to Property,97
2024Q1,2024,Clare,Drug Offences,46
2024Q1,2024,Clare,Fraud,0
2024Q1,2024,Clare,Theft,213
2024Q1,2024,Cork,Assault,593
2024Q1,2024,Cork,Burglary,140
2024Q1,2024,Cork,Damage to Property,485
2024Q1,2024,Cork,Drug Offences,426
2024Q1,2024,Cork,Fraud,0
2024Q1,2024,Cork,Theft,1559
2024Q1,2024,Donegal,Assault,212
2024Q1,2024,Donegal,Burglary,37
2024Q1,2024,Donegal,Damage to Property,130
2024Q1,2024,Donegal,Drug Offences,79
2024Q1,2024,Donegal,Fraud,0
2024Q1,2024,Donegal,Theft,242
2024Q1,2024,Dublin,Assault,1919
2024Q1,2024,Dublin,Burglary,1034
2024Q1,2024,Dublin,Damage to Property,2323
2024Q1,2024,Dublin,Drug Offences,1646
2024Q1,2024,Dublin,Fraud,0
2024Q1,2024,Dublin,Theft,9752
2024Q1,2024,Galway,Assault,277
2024Q1,2024,Galway,Burglary,103
2024Q1,2024,Galway,Damage to Property,196
2024Q1,2024,Galway,Drug Offences,105
2024Q1,2024,Galway,Fraud,0
2024Q1,2024,Galway,Theft,607
2024Q1,2024,Kerry,Assault,172
2024Q1,2024,Kerry,Burglary,34
2024Q1,2024,Kerry,Damage to Property,79
2024Q1,2024,Kerry,Drug Offences,79
2024Q1,2024,Kerry,Fraud,0
2024Q1,2024,Kerry,Theft,260
2024Q1,2024,Kildare,Assault,226
2024Q1,2024,Kildare,Burglary,120
2024Q1,2024,Kildare,Damage to Property,209
2024Q1,2024,Kildare,Drug Offences,173
2024Q1,2024,Kildare,Fraud,0
2024Q1,2024,Kildare,Theft,728
2024Q1,2024,Kilkenny,Assault,58
2024Q1,2024,Kilkenny,Burglary,34
2024Q1,2024,Kilkenny,Damage to Property,55
2024Q1,2024,Kilkenny,Drug Offences,38
2024Q1,2024,Kilkenny,Fraud,0
2024Q1,2024,Kilkenny,Theft,168
2024Q1,2024,Laois,Assault,86
2024Q1,2024,Laois,Burglary,45
2024Q1,2024,Laois,Damage to Property,77
2024Q1,2024,Laois,Drug Offences,48
2024Q1,2024,Laois,Fraud,0
2024Q1,2024,Laois,Theft,237
2024Q1,2024,Leitrim,Assault,58
2024Q1,2024,Leitrim,Burglary,23
2024Q1,2024,Leitrim,Damage to Property,38
2024Q1,2024,Leitrim,Drug Offences,26
2024Q1,2024,Leitrim,Fraud,0
2024Q1,2024,Leitrim,Theft,106
2024Q1,2024,Limerick,Assault,257
2024Q1,2024,Limerick,Burglary,133
2024Q1,2024,Limerick,Damage to Property,303
2024Q1,2024,Limerick,Drug Offences,142
2024Q1,2024,Limerick,Fraud,0
2024Q1,2024,Limerick,Theft,1004
2024Q1,2024,Longford,Assault,58
2024Q1,2024,Longford,Burglary,37
2024Q1,2024,Longford,Damage to Property,41
2024Q1,2024,Longford,Drug Offences,26
2024Q1,2024,Longford,Fraud,0
2024Q1,2024,Longford,Theft,68
2024Q1,2024,Louth,Assault,173
2024Q1,2024,Louth,Burglary,100
2024Q1,2024,Louth,Damage to Property,212
2024Q1,2024,Louth,Drug Offences,118
2024Q1,2024,Louth,Fraud,0
2024Q1,2024,Louth,Theft,572
2024Q1,2024,Mayo,Assault,100
2024Q1,2024,Mayo,Burglary,38
2024Q1,2024,Mayo,Damage to Property,78
2024Q1,2024,Mayo,Drug Offences,38
2024Q1,2024,Mayo,Fraud,0
2024Q1,2024,Mayo,Theft,162
2024Q1,2024,Meath,Assault,170
2024Q1,2024,Meath,Burglary,108
2024Q1,2024,Meath,Damage to Property,134
2024Q1,2024,Meath,Drug Offences,139
2024Q1,2024,Meath,Fraud,0
2024Q1,2024,Meath,Theft,536
2024Q1,2024,Monaghan,Assault,76
2024Q1,2024,Monaghan,Burglary,33
2024Q1,2024,Monaghan,Damage to Property,54
2024Q1,2024,Monaghan,Drug Offences,20
2024Q1,2024,Monaghan,Fraud,0
2024Q1,2024,Monaghan,Theft,108
2024Q1,2024,Offaly,Assault,86
2024Q1,2024,Offaly,Burglary,45
2024Q1,2024,Offaly,Damage to Property,77
2024Q1,2024,Offaly,Drug Offences,48
2024Q1,2024,Offaly,Fraud,0
2024Q1,2024,Offaly,Theft,237
2024Q1,2024,Roscommon,Assault,58
2024Q1,2024,Roscommon,Burglary,37
2024Q1,2024,Roscommon,Damage to Property,41
2024Q1,2024,Roscommon,Drug Offences,26
2024Q1,2024,Roscommon,Fraud,0
2024Q1,2024,Roscommon,Theft,68
2024Q1,2024,Sligo,Assault,58
2024Q1,2024,Sligo,Burglary,23
2024Q1,2024,Sligo,Damage to Property,38
2024Q1,2024,Sligo,Drug Offences,26
2024Q1,2024,Sligo,Fraud,0
2024Q1,2024,Sligo,Theft,106
2024Q1,2024,Tipperary,Assault,146
2024Q1,2024,Tipperary,Burglary,92
2024Q1,2024,Tipperary,Damage to Property,122
2024Q1,2024,Tipperary,Drug Offences,120
2024Q1,2024,Tipperary,Fraud,0
2024Q1,2024,Tipperary,Theft,362
2024Q1,2024,Waterford,Assault,178
2024Q1,2024,Waterford,Burglary,54
2024Q1,2024,Waterford,Damage to Property,185
2024Q1,2024,Waterford,Drug Offences,177
2024Q1,2024,Waterford,Fraud,0
2024Q1,2024,Waterford,Theft,346
2024Q1,2024,Westmeath,Assault,136
2024Q1,2024,Westmeath,Burglary,76
2024Q1,2024,Westmeath,Damage to Property,98
2024Q1,2024,Westmeath,Drug Offences,41
